2018-10-22 10:00;1m-1min-node_provider_all;dnn-10x100-1000epochs-bs128;training-6QLUF0big
2018-10-22 10:00;1m-1min-node_provider_all;dnn-10x100-100epochs-bs128;training-bqu8F0xmg
2018-10-22 10:00;1m-1min-node_provider_all;dnn-10x100-5000epochs-bs128;training-Yx68K0biR
2018-10-22 10:00;1m-1min-node_provider_all;dnn-10x100-500epochs-bs128;training-xViwKAxmR
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x1000-1000epochs-bs128;training-ukVwF0xig
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x1000-100epochs-bs128;training-g5vQFAbmR
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x1000-5000epochs-bs128;training-q5cwK0bmg
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x1000-500epochs-bs128;training-kfoQF0bmR
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x100-1000epochs-bs128;training-X-bwFAxmR
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x100-100epochs-bs128;training-P_YQFAxmR
2018-10-22 10:01;1m-1min-node_provider_all;dnn-3x100-5000epochs-bs128;training-7WwwK0bmg
2018-10-22 14:02;1m-1min-node_provider;dnn-10x100-1000epochs-bs128;training-JQ7fQ0big
2018-10-22 14:03;1m-1min-node_provider;dnn-10x100-100epochs-bs128;training-ULOBQAbmR
2018-10-22 14:03;1m-1min-node_provider;dnn-10x100-5000epochs-bs128;training-D_hfQ0xmR
2018-10-22 14:03;1m-1min-node_provider;dnn-10x100-500epochs-bs128;training-BGbBQ0big
2018-10-22 14:03;1m-1min-node_provider;dnn-3x1000-1000epochs-bs128;training-IIYfw0bmg
2018-10-22 14:03;1m-1min-node_provider;dnn-3x1000-100epochs-bs128;training-sHwBw0xiR
2018-10-22 14:03;1m-1min-node_provider;dnn-3x1000-5000epochs-bs128;training-_yrfQ0xmg
2018-10-22 14:03;1m-1min-node_provider;dnn-3x1000-500epochs-bs128;training-cZRYQAbmg
2018-10-22 14:03;1m-1min-node_provider;dnn-3x100-1000epochs-bs128;training-QLWLw0bmg
2018-10-22 14:03;1m-1min-node_provider;dnn-3x100-100epochs-bs128;training-BdSLQAxmR
2018-10-22 14:03;1m-1min-node_provider;dnn-3x100-5000epochs-bs128;training-ETFLwAbmR
2018-10-22 14:05;1m-1min-node_provider;dnn-3x100-500epochs-bs128;training-mP5QQAxig
2018-10-22 14:05;1m-1min-node_provider;dnn-3x10-1000epochs-bs128;training-WnbQQ0bmg
2018-10-22 14:05;1m-1min-node_provider;dnn-3x10-100epochs-bs128;training-L1PwQAbiR
2018-10-22 14:06;1m-1min-node_provider;dnn-3x10-5000epochs-bs128;training-pN_wwAbmg
2018-10-22 14:06;1m-1min-node_provider;dnn-3x10-500epochs-bs128;training-TjjQQ0big
2018-10-22 14:06;1m-1min-node_provider;dnn-5x100-1000epochs-bs128;training-VBz_Q0bmg
2018-10-22 14:06;1m-1min-node_provider;dnn-5x100-100epochs-bs128;training-JknlQ0big
2018-10-22 14:06;1m-1min-node_provider;dnn-5x100-5000epochs-bs128;training-jIvlwAbiR
2018-10-22 14:06;1m-1min-node_provider;dnn-5x100-500epochs-bs128;training-A_c_w0bmR
2018-10-22 14:06;1m-1min-node_provider;dnn-5x500-1000epochs-bs128;training-nETlwAbmR
2018-10-22 14:06;1m-1min-node_provider;dnn-5x500-100epochs-bs128;training-wYblQAbmR
2018-10-22 14:27;1m-1min-node_provider;dnn-5x500-5000epochs-bs128;training-nRfRX0bmg
2018-10-22 14:27;1m-1min-node_provider;dnn-5x500-500epochs-bs128;training-yr_gXAxiR
2018-10-22 14:27;1m-1min-node_provider_all;dnn-3x100-500epochs-bs128;training--jCgXAxmR
2018-10-22 14:27;1m-1min-node_provider_all;dnn-3x10-1000epochs-bs128;training-pTkzuAxmg
2018-10-22 14:27;1m-1min-node_provider_all;dnn-3x10-100epochs-bs128;training-G47zuAxiR
2018-10-22 14:27;1m-1min-node_provider_all;dnn-3x10-5000epochs-bs128;training-iRDku0xig
2018-10-22 14:27;1m-1min-node_provider_all;dnn-3x10-500epochs-bs128;training-VTckuAxiR
2018-10-22 14:27;1m-1min-node_provider_all;dnn-5x100-1000epochs-bs128;training-uVTzXAbig
2018-10-22 14:27;1m-1min-node_provider_all;dnn-5x100-100epochs-bs128;training-pLbzX0xiR
2018-10-22 14:27;1m-1min-node_provider_all;dnn-5x100-5000epochs-bs128;training-W0YkuAxiR
2018-10-22 14:27;1m-1min-node_provider_all;dnn-5x100-500epochs-bs128;training-90UzX0xmR
2018-10-22 14:35;1m-1min-node_provider_all;dnn-5x500-1000epochs-bs128;training-Ssv0uAbmg
2018-10-22 14:35;1m-1min-node_provider_all;dnn-5x500-100epochs-bs128;training-OaBAX0bmg
2018-10-22 14:36;1m-1min-node_provider_all;dnn-5x500-5000epochs-bs128;training-pZ6AuAxiR
2018-10-22 14:38;1m-1min-node_provider_all;dnn-5x500-500epochs-bs128;training-ZhKLuAbig
2018-10-22 14:38;1m-1min-node_provider_all-py3;dnn-10x100-1000epochs-bs128;training-oGUYX0biR
2018-10-22 14:38;1m-1min-node_provider_all-py3;dnn-10x100-100epochs-bs128;training-TNeLXAbmR
2018-10-22 14:41;1m-1min-node_provider_all-py3;dnn-10x100-5000epochs-bs128;training-p4v_X0xmR
2018-10-22 14:45;1m-1min-node_provider_all-py3;dnn-10x100-500epochs-bs128;training-o4Pm90bmg
2018-10-22 14:45;1m-1min-node_provider_all-py3;dnn-3x1000-1000epochs-bs128;training-uQXi90bmR
2018-10-22 14:47;1m-1min-node_provider_all-py3;dnn-3x1000-100epochs-bs128;training-q2inrAxmg
2018-10-22 14:49;1m-1min-node_provider_all-py3;dnn-3x1000-5000epochs-bs128;training-i1tv9AbmR
2018-10-22 14:53;1m-1min-node_provider_all-py3;dnn-3x1000-500epochs-bs128;training-xkCT90biR
2018-10-22 14:55;1m-1min-node_provider_all-py3;dnn-3x100-1000epochs-bs128;training-ZlDB90biR
2018-10-22 14:55;1m-1min-node_provider_all-py3;dnn-3x100-100epochs-bs128;training-VwYfr0xig
2018-10-22 14:56;1m-1min-node_provider_all-py3;dnn-3x100-5000epochs-bs128;training-kbzsrAxmg
2018-10-22 15:03;1m-1min-node_provider_all-py3;dnn-3x100-500epochs-bs128;training-a4fWC0xmR
2018-10-22 15:03;1m-1min-node_provider_all-py3;dnn-3x10-1000epochs-bs128;training-kdrWC0xmR
2018-10-22 15:04;1m-1min-node_provider_all-py3;dnn-3x10-100epochs-bs128;training-QfMGCAxmR
2018-10-22 15:04;1m-1min-node_provider_all-py3;dnn-3x10-5000epochs-bs128;training-RTdMjAbig
2018-10-22 15:06;1m-1min-node_provider_all-py3;dnn-3x10-500epochs-bs128;training-gG_HCAxiR
2018-10-22 15:09;1m-1min-node_provider_all-py3;dnn-5x100-1000epochs-bs128;training-QeHpCAxmg
2018-10-22 15:10;1m-1min-node_provider_all-py3;dnn-5x100-100epochs-bs128;training-6vsoCAxig
2018-10-22 15:11;1m-1min-node_provider_all-py3;dnn-5x100-5000epochs-bs128;training-pO61CAbmg
2018-10-22 15:11;1m-1min-node_provider_all-py3;dnn-5x100-500epochs-bs128;training-iaSxjAbmR
2018-10-22 15:11;1m-1min-node_provider_all-py3;dnn-5x500-1000epochs-bs128;training-m-Tbj0bmR
2018-10-22 15:12;1m-1min-node_provider_all-py3;dnn-5x500-100epochs-bs128;training-RJ_xjAxiR
2018-10-22 15:14;1m-1min-node_provider_all-py3;dnn-5x500-5000epochs-bs128;training-Xv7yj0xig
2018-10-22 15:16;1m-1min-node_provider_all-py3;dnn-5x500-500epochs-bs128;training-25-XCAxmg
2018-10-22 15:18;1m-1min-node_provider-py3;dnn-10x100-1000epochs-bs128;training-Ui9jj0big
2018-10-22 15:19;1m-1min-node_provider-py3;dnn-10x100-100epochs-bs128;training-EOWR3Axmg
2018-10-22 15:19;1m-1min-node_provider-py3;dnn-10x100-5000epochs-bs128;training-fn2g30xig
2018-10-22 15:19;1m-1min-node_provider-py3;dnn-10x100-500epochs-bs128;training-eDQgq0big
2018-10-22 15:26;1m-1min-node_provider-py3;dnn-3x1000-1000epochs-bs128;training-MjOp3Axig
2018-10-22 15:26;1m-1min-node_provider-py3;dnn-3x1000-100epochs-bs128;training-7iJpq0xig
2018-10-22 15:26;1m-1min-node_provider-py3;dnn-3x1000-5000epochs-bs128;training-rfYpqAbmg
2018-10-22 15:26;1m-1min-node_provider-py3;dnn-3x1000-500epochs-bs128;training-5qwpq0bmg
2018-10-22 15:26;1m-1min-node_provider-py3;dnn-3x100-1000epochs-bs128;training-Z_jt3Abmg
2018-10-22 15:28;1m-1min-node_provider-py3;dnn-3x100-100epochs-bs128;training-og70qAbiR
2018-10-22 15:33;1m-1min-node_provider-py3;dnn-3x100-5000epochs-bs128;training-1aPl30big
2018-10-22 15:35;1m-1min-node_provider-py3;dnn-3x100-500epochs-bs128;training-rSgjq0xmR
2018-10-22 15:36;1m-1min-node_provider-py3;dnn-3x10-1000epochs-bs128;training-IhN6q0biR
2018-10-22 15:36;1m-1min-node_provider-py3;dnn-3x10-100epochs-bs128;training-1Nb630bmg
2018-10-22 15:37;1m-1min-node_provider-py3;dnn-3x10-5000epochs-bs128;training-IXwk60biR
2018-10-22 15:40;1m-1min-node_provider-py3;dnn-3x10-500epochs-bs128;training-0lz46AxmR
2018-10-22 15:42;1m-1min-node_provider-py3;dnn-5x100-1000epochs-bs128;training-CqtdeAbig
2018-10-22 15:42;1m-1min-node_provider-py3;dnn-5x100-100epochs-bs128;training-LjydeAbig
2018-10-22 15:42;1m-1min-node_provider-py3;dnn-5x100-5000epochs-bs128;training-XKqd60xmR
2018-10-22 15:45;1m-1min-node_provider-py3;dnn-5x100-500epochs-bs128;training-0g4oeAbmg
2018-10-22 15:47;1m-1min-node_provider-py3;dnn-5x500-1000epochs-bs128;training-x2B-6Abmg
2018-10-22 15:49;1m-1min-node_provider-py3;dnn-5x500-100epochs-bs128;training-mHiU6AxiR
2018-10-22 15:50;1m-1min-node_provider-py3;dnn-5x500-5000epochs-bs128;training-BF286AxmR
2018-10-22 15:51;1m-1min-node_provider-py3;dnn-5x500-500epochs-bs128;training-AHw_eAxig
2018-10-22 15:52;1m-1min-status;dnn-10x100-1000epochs-bs128;training-RARje0big
2018-10-22 15:52;1m-1min-status;dnn-10x100-100epochs-bs128;training-6ivC60bmR
2018-10-22 15:57;1m-1min-status;dnn-10x100-5000epochs-bs128;training-lY_ng1xig
2018-10-22 15:59;1m-1min-status;dnn-10x100-500epochs-bs128;training-lDSOR1bmR
2018-10-22 15:59;1m-1min-status;dnn-3x1000-1000epochs-bs128;training-fG2dRJxmR
2018-10-22 16:01;1m-1min-status;dnn-3x1000-100epochs-bs128;training-3lEcg1big
2018-10-22 16:02;1m-1min-status;dnn-3x1000-5000epochs-bs128;training-F-C2gJxig
2018-10-22 16:02;1m-1min-status;dnn-3x1000-500epochs-bs128;training-6bVTR1xmR
2018-10-22 16:06;1m-1min-status;dnn-3x100-1000epochs-bs128;training-_FwLR1bmg
2018-10-22 16:09;1m-1min-status;dnn-3x100-100epochs-bs128;training-me7rg1big
2018-10-22 16:13;1m-1min-status;dnn-3x100-5000epochs-bs128;training-RMxmk1xiR
2018-10-22 16:17;1m-1min-status;dnn-3x100-500epochs-bs128;training-wWnFz1bmR
2018-10-22 16:19;1m-1min-status;dnn-3x10-1000epochs-bs128;training-d00pz1xmg
2018-10-22 16:21;1m-1min-status;dnn-3x10-100epochs-bs128;training-886Jz1bmg
2018-10-22 16:26;1m-1min-status;dnn-3x10-5000epochs-bs128;training-c_0_k1big
2018-10-22 16:26;1m-1min-status;dnn-3x10-500epochs-bs128;training-KNQ_zJbmg
2018-10-22 16:27;1m-1min-status;dnn-5x100-1000epochs-bs128;training-WyzCz1bmg
2018-10-22 16:27;1m-1min-status;dnn-5x100-100epochs-bs128;training-bBKCz1bmR
2018-10-22 16:31;1m-1min-status;dnn-5x100-5000epochs-bs128;training-aiPZm1xmR
2018-10-22 16:33;1m-1min-status;dnn-5x100-500epochs-bs128;training-OkzNm1bmg
2018-10-22 16:33;1m-1min-status;dnn-5x500-1000epochs-bs128;training-glONiJbig
2018-10-22 16:34;1m-1min-status;dnn-5x500-100epochs-bs128;training-wrJdiJbmg
2018-10-22 16:36;1m-1min-status;dnn-5x500-5000epochs-bs128;training-CaQciJbiR
2018-10-22 16:36;1m-1min-status;dnn-5x500-500epochs-bs128;training-FB65mJxmR
2018-10-22 16:36;1m-1min-status-py3;dnn-10x100-1000epochs-bs128;training-xpNpmJbmR
2018-10-22 16:42;1m-1min-status-py3;dnn-10x100-100epochs-bs128;training-KBYsmJbmg
2018-10-22 16:42;1m-1min-status-py3;dnn-10x100-5000epochs-bs128;training-Mgk8i1biR
2018-10-22 16:43;1m-1min-status-py3;dnn-10x100-500epochs-bs128;training-UMH_iJxig
2018-10-22 16:45;1m-1min-status-py3;dnn-3x1000-1000epochs-bs128;training-t8bqi1xig
2018-10-22 16:46;1m-1min-status-py3;dnn-3x1000-100epochs-bs128;training-BT93mJxmg
2018-10-22 16:50;1m-1min-status-py3;dnn-3x1000-5000epochs-bs128;training-G4KSWJxmR
2018-10-22 16:51;1m-1min-status-py3;dnn-3x1000-500epochs-bs128;training-g1BDW1bmR
2018-10-22 16:53;1m-1min-status-py3;dnn-3x100-1000epochs-bs128;training-ZmqFZ1xmg
2018-10-22 16:54;1m-1min-status-py3;dnn-3x100-100epochs-bs128;training-JL4hZ1biR
2018-10-22 16:54;1m-1min-status-py3;dnn-3x100-5000epochs-bs128;training-g9h2W1xmg
2018-10-22 16:57;1m-1min-status-py3;dnn-3x100-500epochs-bs128;training-5ZXbZ1xig
2018-10-22 16:58;1m-1min-status-py3;dnn-3x10-1000epochs-bs128;training--U7YZJbmg
2018-10-22 16:59;1m-1min-status-py3;dnn-3x10-100epochs-bs128;training-IKtsWJxmR
2018-10-22 16:59;1m-1min-status-py3;dnn-3x10-5000epochs-bs128;training-aOxyZJxmg
2018-10-22 17:03;1m-1min-status-py3;dnn-3x10-500epochs-bs128;training-QGmqWJxmR
2018-10-22 17:03;1m-1min-status-py3;dnn-5x100-1000epochs-bs128;training-_QI3ZJbiR
2018-10-22 17:03;1m-1min-status-py3;dnn-5x100-100epochs-bs128;training-3cA3W1xmg
2018-10-22 17:04;1m-1min-status-py3;dnn-5x100-5000epochs-bs128;training-8m9gMJxiR
2018-10-22 17:04;1m-1min-status-py3;dnn-5x100-500epochs-bs128;training-L9WzMJbmg
2018-10-22 17:08;1m-1min-status-py3;dnn-5x500-1000epochs-bs128;training-yhtSM1xmg
2018-10-22 17:08;1m-1min-status-py3;dnn-5x500-100epochs-bs128;training-MKEIGJxiR
2018-10-22 17:08;1m-1min-status-py3;dnn-5x500-5000epochs-bs128;training-hXuSG1xig
2018-10-22 17:08;1m-1min-status-py3;dnn-5x500-500epochs-bs128;training-0GZHMJbig
2018-10-22 17:08;used-1min-node_provider;dnn-10x100-1000epochs-bs128;training-YLFHGJxiR
2018-10-22 17:11;used-1min-node_provider;dnn-10x100-100epochs-bs128;training-hL-5GJbiR
2018-10-22 17:11;used-1min-node_provider;dnn-10x100-5000epochs-bs128;training-T_j5M1xmg
2018-10-22 17:13;used-1min-node_provider;dnn-10x100-500epochs-bs128;training-dOvJM1xmR
2018-10-22 17:14;used-1min-node_provider;dnn-3x1000-1000epochs-bs128;training-uN0-MJxmR
2018-10-22 17:17;used-1min-node_provider;dnn-3x1000-100epochs-bs128;training-VAUyM1xmR
2018-10-22 17:18;used-1min-node_provider;dnn-3x1000-5000epochs-bs128;training-OtW_G1bmg
2018-10-22 17:20;used-1min-node_provider;dnn-3x1000-500epochs-bs128;training-Kbb3G1xig
2018-10-22 17:22;used-1min-node_provider;dnn-3x100-1000epochs-bs128;training-FxCg7Jxmg
2018-10-22 17:22;used-1min-node_provider;dnn-3x100-100epochs-bs128;training-4dNznJbmR
2018-10-22 17:25;used-1min-node_provider;dnn-3x100-5000epochs-bs128;training-Q08InJxiR
2018-10-22 17:28;used-1min-node_provider;dnn-3x100-500epochs-bs128;training-6r45nJxiR
2018-10-22 17:34;used-1min-node_provider;dnn-3x10-1000epochs-bs128;training-YACP71xig
2018-10-22 17:36;used-1min-node_provider;dnn-3x10-100epochs-bs128;training-rM2X7JbmR
2018-10-22 17:41;used-1min-node_provider;dnn-3x10-5000epochs-bs128;training-soeZ4JbmR
2018-10-22 17:42;used-1min-node_provider;dnn-3x10-500epochs-bs128;training-_vcV4Jxig
2018-10-22 17:42;used-1min-node_provider;dnn-5x100-1000epochs-bs128;training-9OyV41xiR
2018-10-22 17:50;used-1min-node_provider;dnn-5x100-100epochs-bs128;training-nFFLV1xiR
2018-10-22 17:50;used-1min-node_provider;dnn-5x100-5000epochs-bs128;training-fzEY41xig
2018-10-22 17:53;used-1min-node_provider;dnn-5x100-500epochs-bs128;training-OMR_41bmR
2018-10-22 17:54;used-1min-node_provider;dnn-5x500-1000epochs-bs128;training-WkI94Jxmg
2018-10-22 17:56;used-1min-status;dnn-10x100-1000epochs-bs128;training-QTSgI1xmg
2018-10-22 17:56;used-1min-status;dnn-10x100-100epochs-bs128;training-M7tRS1big
2018-10-22 17:56;used-1min-status;dnn-10x100-5000epochs-bs128;training-WSJgS1xig
2018-10-22 17:56;used-1min-node_provider;dnn-5x500-100epochs-bs128;training-cUagIJbmR
2018-10-22 17:56;used-1min-status;dnn-10x100-500epochs-bs128;training-EjBgS1biR
2018-10-22 17:57;used-1min-status;dnn-3x1000-1000epochs-bs128;training-5OQgSJxmg
2018-10-22 17:57;used-1min-status;dnn-3x1000-100epochs-bs128;training-7_CRIJxmR
2018-10-22 17:57;used-1min-node_provider;dnn-5x500-5000epochs-bs128;training-tKgzIJbig
2018-10-22 17:57;used-1min-status;dnn-3x1000-5000epochs-bs128;training-4ozkI1xig
2018-10-22 17:57;used-1min-status;dnn-3x1000-500epochs-bs128;training-RcnkSJbiR
2018-10-22 17:57;used-1min-status;dnn-3x100-1000epochs-bs128;training-psvkSJbiR
2018-10-22 17:57;used-1min-status;dnn-3x100-100epochs-bs128;training-qStkS1bmR
2018-10-22 17:57;used-1min-status;dnn-3x100-5000epochs-bs128;training-skJkI1xig
2018-10-22 17:58;used-1min-node_provider;dnn-5x500-500epochs-bs128;training-zDdZI1bmg
2018-10-22 18:00;used-1min-node_provider_all;dnn-10x100-1000epochs-bs128;training-rdsSSJbiR
2018-10-22 18:04;used-1min-status;dnn-3x100-500epochs-bs128;training-bJvhSJbmg
2018-10-22 18:05;used-1min-node_provider_all;dnn-10x100-100epochs-bs128;training-mcTAI1xiR
2018-10-22 18:05;used-1min-status;dnn-3x10-1000epochs-bs128;training-_AsAI1bmR
2018-10-22 18:08;used-1min-node_provider_all;dnn-10x100-5000epochs-bs128;training-iERYSJbiR
2018-10-22 18:08;used-1min-status;dnn-3x10-100epochs-bs128;training-QfVLS1biR
2018-10-22 18:08;used-1min-status;dnn-3x10-5000epochs-bs128;training-qXJYI1xiR
2018-10-22 18:09;used-1min-status;dnn-3x10-500epochs-bs128;training-p9QyI1bmg
2018-10-22 18:12;used-1min-node_provider_all;dnn-10x100-500epochs-bs128;training-xBQCI1xmg
